1,"【Poison】@Takes between 1 to 6 
damage each turn."
2,"【Deadly Poison】@Takes between 2 to 12 
damage each turn."
3,"【Paralysis】@Unable to perform 
actions due to 
paralysis."
4,"【Freeze】@Cannot act. Takes 2×
damage. Released upon
taking damage."
5,"【Seal】@Unable to use skills 
that require gems."
6,"【Curse】@Takes damage from
recovery effects
instead of healing."
7,【ATK ↓】@Decreases attack.
8,【DEF ↓】@Decreases defense.
10,【Fire Res. ↓】@Takes 5 additional fire damage.
11,【Water Res. ↓】@Takes 5 additional water damage.
12,【Bolt Res. ↓】@Takes 5 additional bolt damage.
13,【Wind Res. ↓】@Takes 5 additional wind damage.
14,【Light Res. ↓】@Takes 5 additional light damage.
15,【Dark Res. ↓】@Takes 5 additional dark damage.
20,状態異常説明
40,Not equippable by any characters in your current party.
100,【ATK ↑】@Adds <%1> to attack.
101,【DEF ↑】@Adds <%1> to defense.
102,【Regen】@Restores <%1> HP each turn.
10110,【特性】 毒は効かなさそう。よく燃えそうだ。
10120,【特性】 毒は効かなさそう。金属部分が弱点かもしれない。
10130,【特性】 毒は効かなさそう。よく燃えそうだ。
10140,【特性】 その身体は溶岩でできている。
10210,【特性】 身体が小さいので風属性が効きそうだ。
10220,【特性】 身体が小さいので風属性が効きそうだ。
10310,【特性】 風を浴びると気持ちよさそう。毛を燃やすとよく燃えそうだ。
10320,【特性】 その紅き体は炎を受け付けないが、寒い場所が苦手のようだ。
10410,【特性】 その翼は雷に強いが暴風に弱い。
10420,【特性】 その翼は雷に強いが暴風に弱い。
10510,【特性】 麻痺に弱い。
10520,【特性】 麻痺に弱い。
10610,【特性】 凍結に弱い。
10620,【特性】 凍結に弱い。
10710,【特性】 聖なる光に弱い。
10720,【特性】 聖なる光に弱い。
10730,【特性】 聖なる光に弱い。
10740,【特性】 聖なる光に弱い。闇の力に強い。
10810,【特性】 水に強い。雷に弱い。
10820,【特性】 火に強い。水に弱い。
10830,【特性】 光に強い。闇に弱い。
10910,【特性】 水に強い。雷に弱い。
10920,【特性】 炎に強い。水に弱い。
11010,【特性】 水に弱い。
11020,【特性】 雷に弱い。
11030,【特性】 雷に弱い。
11040,【特性】 水に弱い。
11050,【特性】 火に弱い。
11110,【特性】 雷に弱い。
11120,【特性】 雷に弱い。
11210,【特性】 雷に強い。火に弱い。
11220,【特性】 雷に強い。火に弱い。
11230,【特性】 雷に強い。火に弱い。
11310,【特性】 麻痺が効かない。
11410,【特性】 火に弱い。
11420,【特性】 火に弱い。
11430,【特性】 毒が効かない。火に弱い。
11011,【特性】 この眼光に勝てる気がしない…。
11021,【特性】 この肉体に勝てる気がしない…。
11031,【特性】 この爺なら勝てる…気がしない…。
20101,Deal damage.
20102,"Restore 10 HP 
to target."
20103,"Add value of roll 
to ATK and 
deal bolt damage."
20104,"Cure target 
of poison, deadly poison."
20105,"Deal light damage 
to all enemies."
20106,"Restore 30 HP 
to target."
20107,Deal 3× damage.
20108,"Add 5 to all allies' 
DEF for 3 turns."
20151,"Recover 3 HP after 
combat ends."
20152,"Gain immunity 
to paralysis."
20153,"Decrease dark
damage by 5."
20201,Deal damage.
20202,"Deal damage 
equal to value of 
2 rolled dice."
20203,Deal 1.5× damage.
20204,"Periodically restore 
own HP by 5 
for 3 turns."
20205,"Provoke all enemies' 
attention until next 
action is taken."
20206,"Deal damage to all 
enemies."
20207,Deal 25 damage.
20208,"Deal ATK + 25 
damage."
20251,"Recover 2 HP after 
turn ends."
20252,"Gain immunity 
to freeze."
20253,"Decrease fire
damage by 5."
20301,Deal damage.
